subj_id,model,promptstyle,symb_num,prob_type,prob_ind,correct_answer,response,correct,total
0613,0613,12,num,dist3_diag2,60.0,[1],1],1,1.0
0613,0613,12,num,dist3_diag2,61.0,[3],3,1,1.0
0613,0613,12,num,dist3_diag2,62.0,[9],9],1,1.0
0613,0613,12,num,dist3_diag2,63.0,[7],7],1,1.0
0613,0613,12,num,dist3_diag2,64.0,[5],5,1,1.0
0613,0613,12,num,dist3_diag2,65.0,[4],4,1,1.0
0613,0613,12,num,dist3_diag2,66.0,[3],3,1,1.0
0613,0613,12,num,dist3_diag2,67.0,[4],4],1,1.0
0613,0613,12,num,dist3_diag2,68.0,[7],7],1,1.0
0613,0613,12,num,dist3_diag2,69.0,[8],8,1,1.0
0613,0613,12,num,dist3_diag2,70.0,[3],3],1,1.0
0613,0613,12,num,dist3_diag2,71.0,[6],6,1,1.0
0613,0613,12,num,dist3_diag2,72.0,[5],5],1,1.0
0613,0613,12,num,dist3_diag2,73.0,[9],9],1,1.0
0613,0613,12,num,dist3_diag2,74.0,[6],6],1,1.0
0613,0613,12,num,dist3_diag2,75.0,[3],3],1,1.0
0613,0613,12,num,dist3_diag2,76.0,[7],7],1,1.0
0613,0613,12,num,dist3_diag2,77.0,[3],3],1,1.0
0613,0613,12,num,dist3_diag2,78.0,[7],7,1,1.0
0613,0613,12,num,dist3_diag2,79.0,[0],0,1,1.0
0613,0613,12,num,dist3_diag2,80.0,[9],9],1,1.0
0613,0613,12,num,dist3_diag2,81.0,[7],7,1,1.0
0613,0613,12,num,dist3_diag2,82.0,[7],7],1,1.0
0613,0613,12,num,dist3_diag2,83.0,[0],0],1,1.0
0613,0613,12,num,dist3_diag2,84.0,[4],4,1,1.0
0613,0613,12,num,dist3_diag2,85.0,[5],5],1,1.0
0613,0613,12,num,dist3_diag2,86.0,[4],4],1,1.0
0613,0613,12,num,dist3_diag2,87.0,[3],3,1,1.0
0613,0613,12,num,dist3_diag2,88.0,[5],5,1,1.0
0613,0613,12,num,dist3_diag2,89.0,[6],6,1,1.0
0613,0613,12,num,dist3_diag2,90.0,[0],0],1,1.0
0613,0613,12,num,dist3_diag2,91.0,[0],0,1,1.0
0613,0613,12,num,dist3_diag2,92.0,[3],3],1,1.0
0613,0613,12,num,dist3_diag2,93.0,[1],1],1,1.0
0613,0613,12,num,dist3_diag2,94.0,[4],4],1,1.0
0613,0613,12,num,dist3_diag2,95.0,[4],4,1,1.0
0613,0613,12,num,dist3_diag2,96.0,[6],6],1,1.0
0613,0613,12,num,dist3_diag2,97.0,[4],4,1,1.0
0613,0613,12,num,dist3_diag2,98.0,[5],5,1,1.0
0613,0613,12,num,dist3_diag2,99.0,[0],0,1,1.0
0613,0613,12,num,prog_size1,0.0,[4],4],1,1.0
0613,0613,12,num,prog_size1,1.0,[5],5],1,1.0
0613,0613,12,num,prog_size1,2.0,[6],6],1,1.0
0613,0613,12,num,prog_size1,3.0,[7],7],1,1.0
0613,0613,12,num,prog_size1,4.0,[8],8],1,1.0
0613,0613,12,num,prog_size1,5.0,[9],9],1,1.0
0613,0613,12,num,prog_size1,6.0,[0],0],1,1.0
0613,0613,12,num,prog_size1,7.0,[1],1],1,1.0
0613,0613,12,num,prog_size1,8.0,[2],2],1,1.0
0613,0613,12,num,prog_size1,9.0,[3],3],1,1.0
0613,0613,12,num,prog_size1,10.0,[4],4],1,1.0
0613,0613,12,num,prog_size1,11.0,[5],5],1,1.0
0613,0613,12,num,prog_size2,0.0,[8],8],1,1.0
0613,0613,12,num,prog_size2,1.0,[9],9],1,1.0
0613,0613,12,num,prog_size2,2.0,[0],0],1,1.0
0613,0613,12,num,prog_size2,3.0,[1],1],1,1.0
0613,0613,12,num,two_rule_comb0,0.0,[6 9],6 9],1,1.0
0613,0613,12,num,two_rule_comb0,1.0,[7 0],7 0],1,1.0
0613,0613,12,num,two_rule_comb0,2.0,[2 4],2 4],1,1.0
0613,0613,12,num,two_rule_comb0,3.0,[2 0],2 0],1,1.0
0613,0613,12,num,two_rule_comb0,4.0,[9 2],9 2],1,1.0
0613,0613,12,num,two_rule_comb0,5.0,[7 0],7 0],1,1.0
0613,0613,12,num,two_rule_comb0,6.0,[1 9],1 9],1,1.0
0613,0613,12,num,two_rule_comb0,7.0,[1 7],1 7],1,1.0
0613,0613,12,num,two_rule_comb0,8.0,[7 3],7 3],1,1.0
0613,0613,12,num,two_rule_comb0,9.0,[9 0],9 0],1,1.0
0613,0613,12,num,two_rule_comb0,10.0,[7 2],7 2],1,1.0
0613,0613,12,num,two_rule_comb0,11.0,[1 6],1 6],1,1.0
0613,0613,12,num,two_rule_comb0,12.0,[7 4],7 4],1,1.0
0613,0613,12,num,two_rule_comb0,13.0,[9 7],9 7],1,1.0
0613,0613,12,num,two_rule_comb0,14.0,[0 0],0 0],1,1.0
0613,0613,12,num,two_rule_comb0,15.0,[3 7],3 7],1,1.0
0613,0613,12,num,two_rule_comb0,16.0,[7 3],7 3],1,1.0
0613,0613,12,num,two_rule_comb0,17.0,[9 0],9 0],1,1.0
0613,0613,12,num,two_rule_comb0,18.0,[7 2],7 2],1,1.0
0613,0613,12,num,two_rule_comb0,19.0,[2 6],2 6],1,1.0
0613,0613,12,num,two_rule_comb0,20.0,[5 5],5 5],1,1.0
0613,0613,12,num,two_rule_comb0,21.0,[8 5],8 5],1,1.0
0613,0613,12,num,two_rule_comb0,22.0,[6 4],6 4],1,1.0
0613,0613,12,num,two_rule_comb0,23.0,[6 8],6 8],1,1.0
0613,0613,12,num,two_rule_comb0,24.0,[7 1],7 1],1,1.0
0613,0613,12,num,two_rule_comb0,25.0,[5 1],5 1],1,1.0
0613,0613,12,num,two_rule_comb0,26.0,[6 8],6 8],1,1.0
0613,0613,12,num,two_rule_comb0,27.0,[7 7],7 7],1,1.0
0613,0613,12,num,two_rule_comb0,28.0,[7 1],7 1],1,1.0
0613,0613,12,num,two_rule_comb0,29.0,[0 2],0 2],1,1.0
0613,0613,12,num,two_rule_comb0,30.0,[9 4],9 4],1,1.0
0613,0613,12,num,two_rule_comb0,31.0,[4 5],4 5],1,1.0
0613,0613,12,num,two_rule_comb0,32.0,[3 3],3 3],1,1.0
0613,0613,12,num,two_rule_comb0,33.0,[7 9],7 9],1,1.0
0613,0613,12,num,two_rule_comb0,34.0,[4 2],4 2],1,1.0
0613,0613,12,num,two_rule_comb0,35.0,[8 9],8 9],1,1.0
0613,0613,12,num,two_rule_comb0,36.0,[6 5],6 5],1,1.0
0613,0613,12,num,two_rule_comb0,37.0,[1 5],1 5],1,1.0
0613,0613,12,num,two_rule_comb0,38.0,[3 6],3 6],1,1.0
0613,0613,12,num,two_rule_comb0,39.0,[5 9],5 9],1,1.0
0613,0613,12,num,two_rule_comb0,40.0,[5 6],5 6],1,1.0
0613,0613,12,num,two_rule_comb0,41.0,[1 2],1 2],1,1.0
0613,0613,12,num,two_rule_comb0,42.0,[1 7],1 7],1,1.0
0613,0613,12,num,two_rule_comb0,43.0,[8 0],8 0],1,1.0
0613,0613,12,num,two_rule_comb0,44.0,[3 2],3 2],1,1.0
0613,0613,12,num,two_rule_comb0,45.0,[7 4],7 4],1,1.0
0613,0613,12,num,two_rule_comb0,46.0,[9 6],None,0,1.0
0613,0613,12,num,two_rule_comb0,47.0,[4 2],4 2],1,1.0
0613,0613,12,num,two_rule_comb0,48.0,[6 4],6 4],1,1.0
0613,0613,12,num,two_rule_comb0,49.0,[8 9],8 9],1,1.0
0613,0613,12,num,two_rule_comb0,50.0,[2 0],2 0],1,1.0
0613,0613,12,num,two_rule_comb0,51.0,[7 5],7 5],1,1.0
0613,0613,12,num,two_rule_comb0,52.0,[2 3],2 3],1,1.0
0613,0613,12,num,two_rule_comb0,53.0,[3 5],3 5],1,1.0
0613,0613,12,num,two_rule_comb0,54.0,[0 7],0 7],1,1.0
0613,0613,12,num,two_rule_comb0,55.0,[1 6],1 6],1,1.0
0613,0613,12,num,two_rule_comb0,56.0,[7 1],7 1],1,1.0
0613,0613,12,num,two_rule_comb0,57.0,[6 8],6 8],1,1.0
0613,0613,12,num,two_rule_comb0,58.0,[8 0],8 0],1,1.0
0613,0613,12,num,two_rule_comb0,59.0,[3 0],3 0],1,1.0
0613,0613,12,num,two_rule_comb0,60.0,[3 0],3 0],1,1.0
0613,0613,12,num,two_rule_comb0,61.0,[2 3],2 3],1,1.0
0613,0613,12,num,two_rule_comb0,62.0,[6 3],6 3],1,1.0
0613,0613,12,num,two_rule_comb0,63.0,[0 8],0 8],1,1.0
0613,0613,12,num,two_rule_comb0,64.0,[9 7],None,0,1.0
0613,0613,12,num,two_rule_comb0,65.0,[5 4],5 4],1,1.0
0613,0613,12,num,two_rule_comb0,66.0,[2 6],2 6],1,1.0
0613,0613,12,num,two_rule_comb0,67.0,[0 8],0 8],1,1.0
0613,0613,12,num,two_rule_comb0,68.0,[8 0],8 0],1,1.0
0613,0613,12,num,two_rule_comb0,69.0,[6 1],6 1],1,1.0
0613,0613,12,num,two_rule_comb0,70.0,[4 6],4 6],1,1.0
0613,0613,12,num,two_rule_comb0,71.0,[9 0],9 0],1,1.0
0613,0613,12,num,two_rule_comb0,72.0,[3 2],3 2],1,1.0
0613,0613,12,num,two_rule_comb0,73.0,[3 5],3 5],1,1.0
0613,0613,12,num,two_rule_comb0,74.0,[0 5],0 5],1,1.0
0613,0613,12,num,two_rule_comb0,75.0,[7 0],7 0],1,1.0
0613,0613,12,num,two_rule_comb0,76.0,[1 9],1 9],1,1.0
0613,0613,12,num,two_rule_comb0,77.0,[1 7],1 7],1,1.0
0613,0613,12,num,two_rule_comb0,78.0,[0 1],0 1],1,1.0
0613,0613,12,num,two_rule_comb0,79.0,[7 7],7 7],1,1.0
0613,0613,12,num,two_rule_comb0,80.0,[2 5],2 5],1,1.0
0613,0613,12,num,two_rule_comb0,81.0,[3 5],3 5],1,1.0
0613,0613,12,num,two_rule_comb0,82.0,[7 7],7 7],1,1.0
0613,0613,12,num,two_rule_comb0,83.0,[7 0],7 0],1,1.0
0613,0613,12,num,two_rule_comb0,84.0,[3 1],3 1],1,1.0
0613,0613,12,num,two_rule_comb0,85.0,[0 8],0 8],1,1.0
0613,0613,12,num,two_rule_comb0,86.0,[3 0],3 0],1,1.0
0613,0613,12,num,two_rule_comb0,87.0,[1 5],1 5],1,1.0
0613,0613,12,num,two_rule_comb0,88.0,[8 0],8 0],1,1.0
0613,0613,12,num,two_rule_comb0,89.0,[2 7],2 7],1,1.0
0613,0613,12,num,two_rule_comb0,90.0,[8 5],8 5],1,1.0
0613,0613,12,num,two_rule_comb0,91.0,[3 1],3 1],1,1.0
0613,0613,12,num,two_rule_comb0,92.0,[3 8],3 8],1,1.0
0613,0613,12,num,two_rule_comb0,93.0,[3 9],3 9],1,1.0
0613,0613,12,num,two_rule_comb0,94.0,[2 2],2 2],1,1.0
0613,0613,12,num,two_rule_comb0,95.0,[8 3],8 3],1,1.0
0613,0613,12,num,two_rule_comb0,96.0,[1 5],1 5],1,1.0
0613,0613,12,num,two_rule_comb0,97.0,[9 4],None,0,1.0
0613,0613,12,num,two_rule_comb0,98.0,[5 4],5 4],1,1.0
0613,0613,12,num,two_rule_comb0,99.0,[3 1],3 1],1,1.0
0613,0613,12,num,two_rule_comb1,0.0,[1 2],1 2],1,1.0
0613,0613,12,num,two_rule_comb1,1.0,[8 9],9 9],0,1.0
0613,0613,12,num,two_rule_comb1,2.0,[2 6],2 6],1,1.0
0613,0613,12,num,two_rule_comb1,3.0,[3 4],3 5],0,1.0
0613,0613,12,num,two_rule_comb1,4.0,[2 7],2 7],1,1.0
0613,0613,12,num,two_rule_comb1,5.0,[4 0],4 0],1,1.0
0613,0613,12,num,two_rule_comb1,6.0,[7 4],7 4],1,1.0
0613,0613,12,num,two_rule_comb1,7.0,[1 1],1 1],1,1.0
0613,0613,12,num,two_rule_comb1,8.0,[7 9],7 9],1,1.0
0613,0613,12,num,two_rule_comb1,9.0,[3 1],3 1],1,1.0
0613,0613,12,num,two_rule_comb1,10.0,[3 7],3 7],1,1.0
0613,0613,12,num,two_rule_comb1,11.0,[0 2],0 2],1,1.0
0613,0613,12,num,two_rule_comb1,12.0,[6 7],6 7],1,1.0
0613,0613,12,num,two_rule_comb1,13.0,[8 2],8 2],1,1.0
0613,0613,12,num,two_rule_comb1,14.0,[7 4],7 4],1,1.0
0613,0613,12,num,two_rule_comb1,15.0,[1 3],1 3],1,1.0
0613,0613,12,num,two_rule_comb1,16.0,[7 3],7 3],1,1.0
0613,0613,12,num,two_rule_comb1,17.0,[7 7],5 7],0,1.0
0613,0613,12,num,two_rule_comb1,18.0,[1 8],1 8],1,1.0
0613,0613,12,num,two_rule_comb1,19.0,[1 9],1 9],1,1.0
0613,0613,12,num,two_rule_comb1,20.0,[4 9],4 9],1,1.0
0613,0613,12,num,two_rule_comb1,21.0,[2 3],2 3],1,1.0
0613,0613,12,num,two_rule_comb1,22.0,[6 7],6 6],0,1.0
0613,0613,12,num,two_rule_comb1,23.0,[2 5],2 5],1,1.0
0613,0613,12,num,two_rule_comb1,24.0,[3 1],3 1],1,1.0
0613,0613,12,num,two_rule_comb1,25.0,[6 5],6 5],1,1.0
0613,0613,12,num,two_rule_comb1,26.0,[8 1],8 1],1,1.0
0613,0613,12,num,two_rule_comb1,27.0,[6 8],6 8],1,1.0
0613,0613,12,num,two_rule_comb1,28.0,[5 4],5 4],1,1.0
0613,0613,12,num,two_rule_comb1,29.0,[0 4],0 4],1,1.0
0613,0613,12,num,two_rule_comb1,30.0,[4 9],4 4],0,1.0
0613,0613,12,num,two_rule_comb1,31.0,[6 2],6 2],1,1.0
0613,0613,12,num,two_rule_comb1,32.0,[1 7],1 7],1,1.0
0613,0613,12,num,two_rule_comb1,33.0,[3 0],3 0],1,1.0
0613,0613,12,num,two_rule_comb1,34.0,[1 2],1 2],1,1.0
0613,0613,12,num,two_rule_comb1,35.0,[4 1],4 1],1,1.0
0613,0613,12,num,two_rule_comb1,36.0,[6 6],6 6],1,1.0
0613,0613,12,num,two_rule_comb1,37.0,[6 2],6 2],1,1.0
0613,0613,12,num,two_rule_comb1,38.0,[3 2],3 2],1,1.0
0613,0613,12,num,two_rule_comb1,39.0,[9 9],9 9],1,1.0
0613,0613,12,num,two_rule_comb1,40.0,[5 9],5 9],1,1.0
0613,0613,12,num,two_rule_comb1,41.0,[0 2],0 2],1,1.0
0613,0613,12,num,two_rule_comb1,42.0,[3 2],3 2],1,1.0
0613,0613,12,num,two_rule_comb1,43.0,[2 2],2 2],1,1.0
0613,0613,12,num,two_rule_comb1,44.0,[8 1],8 1],1,1.0
0613,0613,12,num,two_rule_comb1,45.0,[7 3],7 3],1,1.0
0613,0613,12,num,two_rule_comb1,46.0,[1 5],1 5],1,1.0
0613,0613,12,num,two_rule_comb1,47.0,[0 5],0 5],1,1.0
0613,0613,12,num,two_rule_comb1,48.0,[3 5],3 5],1,1.0
0613,0613,12,num,two_rule_comb1,49.0,[4 7],4 7],1,1.0
0613,0613,12,num,two_rule_comb1,50.0,[3 9],3 3],0,1.0
0613,0613,12,num,two_rule_comb1,51.0,[3 4],3 4],1,1.0
0613,0613,12,num,two_rule_comb1,52.0,[8 9],8 9],1,1.0
0613,0613,12,num,two_rule_comb1,53.0,[9 5],None,0,1.0
0613,0613,12,num,two_rule_comb1,54.0,[0 8],0 8],1,1.0
0613,0613,12,num,two_rule_comb1,55.0,[6 2],6 2],1,1.0
0613,0613,12,num,two_rule_comb1,56.0,[7 0],7 0],1,1.0
0613,0613,12,num,two_rule_comb1,57.0,[6 6],6 6],1,1.0
0613,0613,12,num,two_rule_comb1,58.0,[6 3],6 3],1,1.0
0613,0613,12,num,two_rule_comb1,59.0,[4 5],4 5],1,1.0
0613,0613,12,num,two_rule_comb1,60.0,[6 6],6 6],1,1.0
0613,0613,12,num,two_rule_comb1,61.0,[8 4],8 4],1,1.0
0613,0613,12,num,two_rule_comb1,62.0,[6 4],6 4],1,1.0
0613,0613,12,num,two_rule_comb1,63.0,[2 1],2 1],1,1.0
0613,0613,12,num,two_rule_comb1,64.0,[8 1],8 8],0,1.0
0613,0613,12,num,two_rule_comb1,65.0,[3 3],3 3],1,1.0
0613,0613,12,num,two_rule_comb1,66.0,[5 9],5 9],1,1.0
0613,0613,12,num,two_rule_comb1,67.0,[4 9],4 9],1,1.0
0613,0613,12,num,two_rule_comb1,68.0,[7 7],7 6],0,1.0
0613,0613,12,num,two_rule_comb1,69.0,[5 2],5 2],1,1.0
0613,0613,12,num,two_rule_comb1,70.0,[0 1],1 1],0,1.0
0613,0613,12,num,two_rule_comb1,71.0,[4 8],4 8],1,1.0
0613,0613,12,num,two_rule_comb1,72.0,[8 3],8 3],1,1.0
0613,0613,12,num,two_rule_comb1,73.0,[5 6],5 6],1,1.0
0613,0613,12,num,two_rule_comb1,74.0,[3 8],3 8],1,1.0
0613,0613,12,num,two_rule_comb1,75.0,[7 9],7 9],1,1.0
0613,0613,12,num,two_rule_comb1,76.0,[3 2],12 2],0,1.0
0613,0613,12,num,two_rule_comb1,77.0,[7 5],7 5],1,1.0
0613,0613,12,num,two_rule_comb1,78.0,[5 5],5 5],1,1.0
0613,0613,12,num,two_rule_comb1,79.0,[6 8],6 8],1,1.0
0613,0613,12,num,two_rule_comb1,80.0,[6 8],6 8],1,1.0
0613,0613,12,num,two_rule_comb1,81.0,[0 6],0 6],1,1.0
0613,0613,12,num,two_rule_comb1,82.0,[5 0],5 0],1,1.0
0613,0613,12,num,two_rule_comb1,83.0,[1 2],1 2],1,1.0
0613,0613,12,num,two_rule_comb1,84.0,[7 7],7 7],1,1.0
0613,0613,12,num,two_rule_comb1,85.0,[5 4],5 4],1,1.0
0613,0613,12,num,two_rule_comb1,86.0,[1 7],1 7],1,1.0
0613,0613,12,num,two_rule_comb1,87.0,[1 4],1 4],1,1.0
0613,0613,12,num,two_rule_comb1,88.0,[1 1],1 1],1,1.0
0613,0613,12,num,two_rule_comb1,89.0,[6 9],None,0,1.0
0613,0613,12,num,two_rule_comb1,90.0,[2 7],2 7],1,1.0
0613,0613,12,num,two_rule_comb1,91.0,[4 4],4 4],1,1.0
0613,0613,12,num,two_rule_comb1,92.0,[1 2],1 1],0,1.0
0613,0613,12,num,two_rule_comb1,93.0,[0 0],0 5],0,1.0
0613,0613,12,num,two_rule_comb1,94.0,[7 4],7 4],1,1.0
0613,0613,12,num,two_rule_comb1,95.0,[1 5],1 5],1,1.0
0613,0613,12,num,two_rule_comb1,96.0,[7 1],7 1],1,1.0
0613,0613,12,num,two_rule_comb1,97.0,[3 9],3 5],0,1.0
0613,0613,12,num,two_rule_comb1,98.0,[7 6],7 6],1,1.0
0613,0613,12,num,two_rule_comb1,99.0,[2 1],2 1],1,1.0
0613,0613,12,num,two_rule_comb2,0.0,[1 0],1 0],1,1.0
0613,0613,12,num,two_rule_comb2,1.0,[0 7],0 7],1,1.0
0613,0613,12,num,two_rule_comb2,2.0,[6 5],6 5],1,1.0
0613,0613,12,num,two_rule_comb2,3.0,[1 5],1 5],1,1.0
0613,0613,12,num,two_rule_comb2,4.0,[7 2],7 2],1,1.0
0613,0613,12,num,two_rule_comb2,5.0,[2 6],2 6],1,1.0
0613,0613,12,num,two_rule_comb2,6.0,[4 8],4 8],1,1.0
0613,0613,12,num,two_rule_comb2,7.0,[3 2],3 2],1,1.0
0613,0613,12,num,two_rule_comb2,8.0,[9 9],9 9],1,1.0
0613,0613,12,num,two_rule_comb2,9.0,[6 5],6 5],1,1.0
0613,0613,12,num,two_rule_comb2,10.0,[8 8],8 8],1,1.0
0613,0613,12,num,two_rule_comb2,11.0,[9 5],9 5],1,1.0
0613,0613,12,num,two_rule_comb2,12.0,[5 4],5 4],1,1.0
0613,0613,12,num,two_rule_comb2,13.0,[4 6],4 6],1,1.0
0613,0613,12,num,two_rule_comb2,14.0,[2 3],2 3],1,1.0
0613,0613,12,num,two_rule_comb2,15.0,[8 5],8 5],1,1.0
0613,0613,12,num,two_rule_comb2,16.0,[4 9],4 9],1,1.0
0613,0613,12,num,two_rule_comb2,17.0,[9 4],9 4],1,1.0
0613,0613,12,num,two_rule_comb2,18.0,[0 0],0 0],1,1.0
0613,0613,12,num,two_rule_comb2,19.0,[5 4],5 4],1,1.0
0613,0613,12,num,two_rule_comb2,20.0,[4 5],4 5],1,1.0
0613,0613,12,num,two_rule_comb2,21.0,[0 6],0 6],1,1.0
0613,0613,12,num,two_rule_comb2,22.0,[1 5],1 5],1,1.0
0613,0613,12,num,two_rule_comb2,23.0,[5 9],5 9],1,1.0
0613,0613,12,num,two_rule_comb2,24.0,[5 3],5 3],1,1.0
0613,0613,12,num,two_rule_comb2,25.0,[0 6],0 6],1,1.0
0613,0613,12,num,two_rule_comb2,26.0,[8 7],8 7],1,1.0
0613,0613,12,num,two_rule_comb2,27.0,[6 1],6 1],1,1.0
0613,0613,12,num,two_rule_comb2,28.0,[9 1],9 1],1,1.0
0613,0613,12,num,two_rule_comb2,29.0,[0 4],0 4],1,1.0
0613,0613,12,num,two_rule_comb2,30.0,[3 2],3 2],1,1.0
0613,0613,12,num,two_rule_comb2,31.0,[6 5],6 5],1,1.0
0613,0613,12,num,two_rule_comb2,32.0,[1 2],1 2],1,1.0
0613,0613,12,num,two_rule_comb2,33.0,[5 6],5 6],1,1.0
0613,0613,12,num,two_rule_comb2,34.0,[5 1],5 1],1,1.0
0613,0613,12,num,two_rule_comb2,35.0,[7 6],7 6],1,1.0
0613,0613,12,num,two_rule_comb2,36.0,[8 0],8 0],1,1.0
0613,0613,12,num,two_rule_comb2,37.0,[9 6],9 6],1,1.0
0613,0613,12,num,two_rule_comb2,38.0,[4 2],4 2],1,1.0
0613,0613,12,num,two_rule_comb2,39.0,[2 1],2 1],1,1.0
0613,0613,12,num,two_rule_comb2,40.0,[8 3],8 3],1,1.0
0613,0613,12,num,two_rule_comb2,41.0,[9 6],None,0,1.0
0613,0613,12,num,two_rule_comb2,42.0,[6 5],6 5],1,1.0
0613,0613,12,num,two_rule_comb2,43.0,[8 9],8 9],1,1.0
0613,0613,12,num,two_rule_comb2,44.0,[4 3],4 3],1,1.0
0613,0613,12,num,two_rule_comb2,45.0,[7 1],7 1],1,1.0
0613,0613,12,num,two_rule_comb2,46.0,[0 8],0 8],1,1.0
0613,0613,12,num,two_rule_comb2,47.0,[3 7],3 7],1,1.0
0613,0613,12,num,two_rule_comb2,48.0,[7 5],7 5],1,1.0
0613,0613,12,num,two_rule_comb2,49.0,[5 3],5 3],1,1.0
0613,0613,12,num,two_rule_comb2,50.0,[6 4],6 4],1,1.0
0613,0613,12,num,two_rule_comb2,51.0,[9 3],9 3],1,1.0
0613,0613,12,num,two_rule_comb2,52.0,[1 1],1 1],1,1.0
0613,0613,12,num,two_rule_comb2,53.0,[0 9],0 9],1,1.0
0613,0613,12,num,two_rule_comb2,54.0,[6 8],6 8],1,1.0
0613,0613,12,num,two_rule_comb2,55.0,[6 3],6 3],1,1.0
0613,0613,12,num,two_rule_comb2,56.0,[8 5],8 5],1,1.0
0613,0613,12,num,two_rule_comb2,57.0,[9 6],None,0,1.0
0613,0613,12,num,two_rule_comb2,58.0,[5 0],5 0],1,1.0
0613,0613,12,num,two_rule_comb2,59.0,[0 5],0 5],1,1.0
0613,0613,12,num,two_rule_comb2,60.0,[2 0],2 0],1,1.0
0613,0613,12,num,two_rule_comb2,61.0,[0 2],0 2],1,1.0
0613,0613,12,num,two_rule_comb2,62.0,[5 1],5 1],1,1.0
0613,0613,12,num,two_rule_comb2,63.0,[8 2],8 2],1,1.0
0613,0613,12,num,two_rule_comb2,64.0,[8 7],8 7],1,1.0
0613,0613,12,num,two_rule_comb2,65.0,[9 1],9 1],1,1.0
0613,0613,12,num,two_rule_comb2,66.0,[5 9],5 9],1,1.0
0613,0613,12,num,two_rule_comb2,67.0,[9 0],9 0],1,1.0
0613,0613,12,num,two_rule_comb2,68.0,[0 9],0 9],1,1.0
0613,0613,12,num,two_rule_comb2,69.0,[0 0],0 0],1,1.0
0613,0613,12,num,two_rule_comb2,70.0,[5 8],5 8],1,1.0
0613,0613,12,num,two_rule_comb2,71.0,[9 8],9 8],1,1.0
0613,0613,12,num,two_rule_comb2,72.0,[1 1],1 1],1,1.0
0613,0613,12,num,two_rule_comb2,73.0,[4 3],4 3],1,1.0
0613,0613,12,num,two_rule_comb2,74.0,[8 2],8 2],1,1.0
0613,0613,12,num,two_rule_comb2,75.0,[0 2],0 2],1,1.0
0613,0613,12,num,two_rule_comb2,76.0,[5 7],5 7],1,1.0
0613,0613,12,num,two_rule_comb2,77.0,[8 8],8 8],1,1.0
0613,0613,12,num,two_rule_comb2,78.0,[6 6],6 6],1,1.0
0613,0613,12,num,two_rule_comb2,79.0,[8 0],8 0],1,1.0
0613,0613,12,num,two_rule_comb2,80.0,[2 2],2 2],1,1.0
0613,0613,12,num,two_rule_comb2,81.0,[0 8],0 8],1,1.0
0613,0613,12,num,two_rule_comb2,82.0,[7 5],7 5],1,1.0
0613,0613,12,num,two_rule_comb2,83.0,[8 4],8 4],1,1.0
0613,0613,12,num,two_rule_comb2,84.0,[5 2],5 2],1,1.0
0613,0613,12,num,two_rule_comb2,85.0,[8 0],8 0],1,1.0
0613,0613,12,num,two_rule_comb2,86.0,[5 0],5 0],1,1.0
0613,0613,12,num,two_rule_comb2,87.0,[0 3],0 3],1,1.0
0613,0613,12,num,two_rule_comb2,88.0,[7 1],7 1],1,1.0
0613,0613,12,num,two_rule_comb2,89.0,[6 0],6 0],1,1.0
0613,0613,12,num,two_rule_comb2,90.0,[8 5],8 5],1,1.0
0613,0613,12,num,two_rule_comb2,91.0,[9 5],None,0,1.0
0613,0613,12,num,two_rule_comb2,92.0,[0 5],0 5],1,1.0
0613,0613,12,num,two_rule_comb2,93.0,[7 7],7 7],1,1.0
0613,0613,12,num,two_rule_comb2,94.0,[7 0],7 0],1,1.0
0613,0613,12,num,two_rule_comb2,95.0,[1 0],1 0],1,1.0
0613,0613,12,num,two_rule_comb2,96.0,[2 0],2 0],1,1.0
0613,0613,12,num,two_rule_comb2,97.0,[5 1],5 1],1,1.0
0613,0613,12,num,two_rule_comb2,98.0,[6 4],6 4],1,1.0
0613,0613,12,num,two_rule_comb2,99.0,[2 7],2 7],1,1.0
0613,0613,12,num,two_rule_comb3,0.0,[9 1],9 1],1,1.0
0613,0613,12,num,two_rule_comb3,1.0,[9 0],9 0],1,1.0
0613,0613,12,num,two_rule_comb3,2.0,[4 8],4 8],1,1.0
0613,0613,12,num,two_rule_comb3,3.0,[1 8],1 8],1,1.0
0613,0613,12,num,two_rule_comb3,4.0,[5 7],5 7],1,1.0
0613,0613,12,num,two_rule_comb3,5.0,[8 2],8 2],1,1.0
0613,0613,12,num,two_rule_comb3,6.0,[9 2],9 2],1,1.0
0613,0613,12,num,two_rule_comb3,7.0,[6 1],6 1],1,1.0
0613,0613,12,num,two_rule_comb3,8.0,[9 8],9 8],1,1.0
0613,0613,12,num,two_rule_comb3,9.0,[4 5],4 5],1,1.0
0613,0613,12,num,two_rule_comb3,10.0,[0 4],0 4],1,1.0
0613,0613,12,num,two_rule_comb3,11.0,[8 6],8 6],1,1.0
0613,0613,12,num,two_rule_comb3,12.0,[8 3],8 3],1,1.0
0613,0613,12,num,two_rule_comb3,13.0,[5 9],5 9],1,1.0
0613,0613,12,num,two_rule_comb3,14.0,[6 4],6 4],1,1.0
0613,0613,12,num,two_rule_comb3,15.0,[5 3],5 8],0,1.0
0613,0613,12,num,two_rule_comb3,16.0,[0 5],0 5],1,1.0
0613,0613,12,num,two_rule_comb3,17.0,[5 5],5 5],1,1.0
0613,0613,12,num,two_rule_comb3,18.0,[7 0],7 0],1,1.0
