subj_id,model,promptstyle,nperms,alph,prob_type,prob_ind,response_string
52,human,human,np_2,alph_6,3gen_split5,7.0,nnxxooxxppxxqqxxrrxxssxxttxxuuxxvvxx
52,human,human,np_2,alph_5,attn,2.0,aaaa
53,human,human,np_10,alph_3,2gen_split4,5.0,p x f x h x k x
53,human,human,np_10,alph_2,interleaved,8.0,y x s x t x u x a x
53,human,human,np_10,alph_4,group,3.0,q q i i t t z z
53,human,human,np_10,alph_1,3gen_split6,3.0,14 14 22 22 18 18 20 20 3 3 
53,human,human,np_10,alph_0,letter2num,8.0,4 6 7 8
53,human,human,np_10,alph_5,2gen_split2,7.0,23 22 21 20 19
53,human,human,np_10,alph_6,attn,4.0,a a a a
53,human,human,np_10,alph_3,3gen_split5,8.0,17 15 13 10
53,human,human,np_20,alph_2,3gen_split3,5.0,2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
53,human,human,np_20,alph_0,2gen_split2,1.0,16 15 17 6 12
53,human,human,np_20,alph_5,longer_targ,2.0,e b n x j s z m
53,human,human,np_20,alph_3,2gen_split5,5.0,16 15 14 12
53,human,human,np_20,alph_4,attn,4.0,a a a a
53,human,human,np_20,alph_1,interleaved,3.0,s x j x e x e x o x
53,human,human,np_20,alph_6,3gen_split1,4.0,v v x x e e x x y y x x y y x x
53,human,human,np_20,alph_2,group,6.0,p p h h w w i i 
54,human,human,np_5,alph_5,larger_int,3.0,gkzmo
54,human,human,np_5,alph_1,attn,8.0,aaaa
54,human,human,np_5,alph_2,reverse,8.0,mrstu
54,human,human,np_5,alph_3,3gen_split6,1.0,26025240220
54,human,human,np_5,alph_0,3gen_split2,4.0,ppxxrrxxttxxvvxxxxxx
54,human,human,np_5,alph_6,2gen_split5,1.0,tsoqppkal
54,human,human,np_5,alph_4,interleaved,2.0,uxvxwxxxyx
54,human,human,np_5,alph_5,2gen_split4,8.0,kxhxgxex
54,human,human,np_10,alph_2,letter2num,4.0,89101112
54,human,human,np_10,alph_0,3gen_split3,8.0,610121416182022
54,human,human,np_10,alph_5,attn,9.0,aaaa
54,human,human,np_10,alph_3,group,9.0,iibbddkkjj
54,human,human,np_10,alph_6,longer_targ,2.0,qtyruvwm
54,human,human,np_10,alph_4,2gen_split6,8.0,snhpolmk
54,human,human,np_10,alph_1,2gen_split3,5.0,qfyolnpu
54,human,human,np_10,alph_2,3gen_split1,0.0,1616151514141212
55,human,human,np_2,alph_2,3gen_split4,1.0,nnooppqqrrwwttuu
55,human,human,np_2,alph_4,letter2num,1.0,22 24 21 26
55,human,human,np_2,alph_6,longer_targ,5.0,b c d m f j h i g k
55,human,human,np_2,alph_0,2gen_split3,5.0,o x p x m x n x q x
55,human,human,np_2,alph_3,3gen_split2,1.0,i x k x m x o x y x s x u x w x q x
55,human,human,np_2,alph_5,2gen_split6,8.0,v u t s r q n m
55,human,human,np_2,alph_1,attn,1.0,a a a a
55,human,human,np_2,alph_2,larger_int,8.0, w  u s z
55,human,human,np_5,alph_3,2gen_split1,7.0,k k j j i i l l m m z z o o p p n n q q
55,human,human,np_5,alph_4,group,9.0,m m r r l l j j n n o o 
55,human,human,np_5,alph_0,2gen_split5,3.0,2 2 4 6 8
55,human,human,np_5,alph_2,interleaved,6.0,c x d x q x f x g x h x
55,human,human,np_5,alph_6,3gen_split5,1.0,i i i i r r m m s s u u w w y y 
55,human,human,np_5,alph_1,attn,3.0,a a a a
55,human,human,np_5,alph_5,3gen_split4,9.0,g g x x h h x x w w x x j j x x z z x x l l x x m m x x n n x x 
55,human,human,np_5,alph_3,longer_targ,6.0,z o p n r s t u s
56,human,human,np_10,alph_0,2gen_split1,3.0,a q c d u
56,human,human,np_10,alph_5,2gen_split3,5.0,txslqh
56,human,human,np_10,alph_3,attn,1.0,a a a a
56,human,human,np_10,alph_2,larger_int,2.0,begr
56,human,human,np_10,alph_4,longer_targ,7.0,lophnsjv
56,human,human,np_10,alph_6,3gen_split5,4.0,qhupigesa
56,human,human,np_10,alph_1,3gen_split3,0.0,rrxxhhxxppxxxxxxnnxx
56,human,human,np_10,alph_0,letter2num,5.0,qmgeo
56,human,human,np_5,alph_5,3gen_split3,0.0,usqomzkh
56,human,human,np_5,alph_6,group,3.0,jjrrllaa
56,human,human,np_5,alph_2,interleaved,7.0,oxoxixjxjxkxlx
56,human,human,np_5,alph_1,2gen_split1,0.0,mmnnllppqqxxssuu
56,human,human,np_5,alph_4,longer_targ,6.0,jrolnmeqp
56,human,human,np_5,alph_3,3gen_split6,9.0,ssrrnnppoozzmmllkk
56,human,human,np_5,alph_0,2gen_split4,7.0,oxrxuxsxmx
56,human,human,np_5,alph_5,attn,1.0,a a a a
57,human,human,np_5,alph_0,attn,1.0,a a a a
57,human,human,np_5,alph_4,letter2num,2.0,23 20 22 21 19
57,human,human,np_5,alph_6,3gen_split3,6.0,19 0 21 0 23 0 16 0 15 0
57,human,human,np_5,alph_2,2gen_split2,6.0,9 12 14 4 18
57,human,human,np_5,alph_1,3gen_split5,4.0,14 12 10 8 6
57,human,human,np_5,alph_3,interleaved,5.0,u x w x x x y x
57,human,human,np_5,alph_5,2gen_split1,5.0,10 10 11 11 12 12 15 15 16 16
57,human,human,np_5,alph_0,group,1.0,u u r r s s t t o o
57,human,human,np_20,alph_4,reverse,2.0,f k t n m
57,human,human,np_20,alph_2,longer_targ,9.0,d y s o c k a t
57,human,human,np_20,alph_6,3gen_split5,5.0,16 16 17 17 18 18 19 19 20 20 21 21 22 22 24 24
57,human,human,np_20,alph_5,attn,4.0,a a a a
57,human,human,np_20,alph_3,2gen_split6,5.0,20 20 21 21 22 22 24 24
57,human,human,np_20,alph_0,2gen_split3,3.0,6 6 7 7 8 8 10 10
57,human,human,np_20,alph_1,larger_int,9.0,t o l v
57,human,human,np_20,alph_4,3gen_split6,4.0,24 0 23 0 22 0 21 0 20 0
58,human,human,np_10,alph_6,2gen_split4,3.0,jxkxcxxxnxhxpxqxt
58,human,human,np_10,alph_2,attn,6.0,aaaa
58,human,human,np_10,alph_0,2gen_split1,7.0,1817161514
58,human,human,np_10,alph_3,letter2num,5.0,10111214
58,human,human,np_10,alph_4,3gen_split3,7.0,2345678910
58,human,human,np_10,alph_5,group,7.0,eeaaccddbb
58,human,human,np_10,alph_1,larger_int,2.0,iktxh
58,human,human,np_10,alph_6,3gen_split4,0.0,44668810101212
58,human,human,np_1,alph_2,attn,3.0,aaaa
58,human,human,np_1,alph_1,2gen_split2,3.0,257891011121325
58,human,human,np_1,alph_4,3gen_split2,3.0,90110130150170
58,human,human,np_1,alph_0,larger_int,0.0,imoq
58,human,human,np_1,alph_5,interleaved,9.0,fxhxixjx
58,human,human,np_1,alph_6,2gen_split4,2.0,pqrstuvwxx
58,human,human,np_1,alph_3,group,8.0,vvwwxxzz
58,human,human,np_1,alph_2,3gen_split4,5.0,ddxxeexxffxxggxxhhxxiixxjjxxkkxxllxx
59,human,human,np_10,alph_0,2gen_split3,3.0,11223355
59,human,human,np_10,alph_6,3gen_split2,0.0,15 15 0 0 17 17 0 0 16 16 0 0 19 19 0 0 20 20 0 0
59,human,human,np_10,alph_4,3gen_split4,7.0,15 13 11 7
59,human,human,np_10,alph_3,larger_int,0.0,s u e
59,human,human,np_10,alph_5,reverse,8.0,u t s q
59,human,human,np_10,alph_1,attn,6.0,a a a a
59,human,human,np_10,alph_2,2gen_split6,0.0,e r k m o q s u
59,human,human,np_10,alph_0,interleaved,5.0,f x p x y x r x s x
59,human,human,np_2,alph_1,2gen_split2,1.0,w u s o
59,human,human,np_2,alph_5,larger_int,5.0,l h j f n
59,human,human,np_2,alph_6,letter2num,8.0,12 13 14 15 16
59,human,human,np_2,alph_0,attn,8.0,a a a a
59,human,human,np_2,alph_2,group,2.0,q q r r w w u u
59,human,human,np_2,alph_3,2gen_split6,8.0,22 24 18 19 20 21 25 26
59,human,human,np_2,alph_4,3gen_split2,1.0,c c x x h h x x j j x x l l x x n n x x
59,human,human,np_2,alph_1,3gen_split4,2.0,c x e x g x i x k x m x o x q x s x
60,human,human,np_10,alph_5,2gen_split3,4.0,a
60,human,human,np_10,alph_0,2gen_split5,0.0,n n i i h h g g f f
60,human,human,np_10,alph_4,reverse,2.0,g f e a
60,human,human,np_10,alph_1,3gen_split4,4.0,i x k x t x x x h x s x d x w x
60,human,human,np_10,alph_3,group,7.0,p p q q
60,human,human,np_10,alph_2,3gen_split2,0.0,r r
60,human,human,np_10,alph_6,larger_int,9.0,h p q t
60,human,human,np_10,alph_5,attn,4.0,a a a a
60,human,human,np_20,alph_5,attn,8.0,a a a a
60,human,human,np_20,alph_2,larger_int,9.0,g p h w
60,human,human,np_20,alph_3,2gen_split4,1.0,14 15 16 17
60,human,human,np_20,alph_6,letter2num,0.0,1 18 19 20 21 22
60,human,human,np_20,alph_0,group,3.0,z
60,human,human,np_20,alph_1,3gen_split3,2.0,i
60,human,human,np_20,alph_4,3gen_split4,3.0,d
60,human,human,np_20,alph_5,2gen_split5,6.0,19
61,human,human,np_10,alph_0,larger_int,0.0,ehku
61,human,human,np_10,alph_5,reverse,5.0,kirg
61,human,human,np_10,alph_6,attn,3.0,aaaa
61,human,human,np_10,alph_4,3gen_split2,6.0,5544332211
61,human,human,np_10,alph_1,longer_targ,2.0,v
61,human,human,np_10,alph_3,3gen_split5,9.0,usrqlo
61,human,human,np_10,alph_2,2gen_split4,9.0,cbvhe
61,human,human,np_10,alph_0,2gen_split3,9.0,rpulnhod
61,human,human,np_5,alph_2,longer_targ,6.0,opjkalnhi
61,human,human,np_5,alph_3,3gen_split2,6.0,18181919202021212222232324242626
61,human,human,np_5,alph_5,larger_int,1.0,rtyxi
61,human,human,np_5,alph_1,attn,6.0,aaaa
61,human,human,np_5,alph_6,2gen_split6,2.0,qostzvwxy
61,human,human,np_5,alph_0,3gen_split6,7.0,17019021021023025
61,human,human,np_5,alph_4,2gen_split5,0.0,17171818191920202121
61,human,human,np_5,alph_2,reverse,3.0,ogfd
62,human,human,np_10,alph_5,2gen_split6,1.0,k
62,human,human,np_10,alph_2,larger_int,4.0,p
62,human,human,np_10,alph_3,3gen_split6,9.0,y
62,human,human,np_10,alph_6,3gen_split3,5.0,e
62,human,human,np_10,alph_4,attn,1.0,aaaa
62,human,human,np_10,alph_1,group,4.0,t
62,human,human,np_10,alph_0,2gen_split4,4.0,n
62,human,human,np_10,alph_5,interleaved,8.0,t
62,human,human,np_5,alph_3,attn,7.0,aaaa
62,human,human,np_5,alph_2,3gen_split6,2.0,rr
62,human,human,np_5,alph_0,2gen_split2,4.0,m
62,human,human,np_5,alph_5,interleaved,9.0,x
62,human,human,np_5,alph_4,2gen_split1,1.0,nn
62,human,human,np_5,alph_6,3gen_split3,8.0,p
62,human,human,np_5,alph_1,longer_targ,0.0,l
62,human,human,np_5,alph_3,group,0.0,yy
63,human,human,np_2,alph_2,2gen_split1,6.0,15 17 19 23
63,human,human,np_2,alph_3,3gen_split3,7.0,e e x x h h x x j j x x l l x x
63,human,human,np_2,alph_4,2gen_split2,3.0,5 11 10 17 8
63,human,human,np_2,alph_6,larger_int,0.0,d f s j e
63,human,human,np_2,alph_0,interleaved,2.0,a x b c x d x e x
63,human,human,np_2,alph_5,attn,5.0,a a a a
63,human,human,np_2,alph_1,longer_targ,1.0,b m n o p q t u 
63,human,human,np_2,alph_2,3gen_split4,5.0,q q x x r r x x w w x x t t x x u u x x v v x x s s x x x x x q q
63,human,human,np_5,alph_3,larger_int,2.0,c e q j
63,human,human,np_5,alph_4,attn,2.0,a a a a
63,human,human,np_5,alph_5,2gen_split5,3.0,xx x x w w x x x x x x v v x x i i x x
63,human,human,np_5,alph_1,longer_targ,6.0,i j r m n l p q
63,human,human,np_5,alph_2,2gen_split3,3.0,k k a a h h r r 
63,human,human,np_5,alph_6,3gen_split5,9.0,p p k k a a m m l l r r j j jj
63,human,human,np_5,alph_0,3gen_split2,7.0,l l x x l l x x p p x x b b x x r r x x
63,human,human,np_5,alph_3,letter2num,4.0,7 8 9 11
64,human,human,np_10,alph_2,2gen_split3,7.0,txsxyxqx
64,human,human,np_10,alph_3,interleaved,2.0,Ixbxdxjx
64,human,human,np_10,alph_4,3gen_split3,0.0,507006110130
64,human,human,np_10,alph_1,letter2num,5.0,4568
64,human,human,np_10,alph_0,larger_int,1.0,Joohn
64,human,human,np_10,alph_5,2gen_split1,1.0,202020202121222223232424
64,human,human,np_10,alph_6,3gen_split6,0.0,24681012141618
64,human,human,np_10,alph_2,attn,9.0,a a a a
64,human,human,np_5,alph_3,attn,5.0,a a a a
64,human,human,np_5,alph_6,interleaved,0.0,Jxrxaxmxlx
64,human,human,np_5,alph_5,larger_int,1.0,Rtyxi
64,human,human,np_5,alph_0,2gen_split6,8.0,Ssxxttxxooxxvvxxxxxx
64,human,human,np_5,alph_1,longer_targ,5.0,Vqstuxwey
64,human,human,np_5,alph_4,3gen_split2,1.0,25232117
64,human,human,np_5,alph_2,2gen_split2,7.0,Aahhmmssuu
64,human,human,np_5,alph_3,3gen_split3,7.0,Xxwwvviuttssrrnn
65,human,human,np_5,alph_1,longer_targ,4.0,ghijkrmnl
65,human,human,np_5,alph_0,2gen_split5,2.0,24 23 22 20
65,human,human,np_5,alph_5,2gen_split3,2.0,h x a x l x n x p x i x
65,human,human,np_5,alph_2,attn,6.0,a a a a
65,human,human,np_5,alph_4,letter2num,1.0,22 26 23 25 24
65,human,human,np_5,alph_3,3gen_split3,2.0,6 5 4 3
65,human,human,np_5,alph_6,interleaved,0.0,i x j x r x y x n x
65,human,human,np_5,alph_1,3gen_split4,0.0,s s t t t t u u v v w w e e y y z z
65,human,human,np_2,alph_3,interleaved,0.0,z x
65,human,human,np_2,alph_2,attn,7.0,a a a a
65,human,human,np_2,alph_1,reverse,5.0,n m b j
65,human,human,np_2,alph_4,2gen_split2,8.0,s u w y
65,human,human,np_2,alph_6,3gen_split3,5.0,17 17 20 20 22 22 24 24
65,human,human,np_2,alph_0,3gen_split5,2.0,c c x x u u x x a a x x
65,human,human,np_2,alph_5,letter2num,4.0,16 18 19 20
65,human,human,np_2,alph_3,2gen_split5,4.0,9 0 16 0 17 0 18 0 19 0
66,human,human,np_20,alph_0,letter2num,8.0,12141516
66,human,human,np_20,alph_1,3gen_split6,4.0,13015070170210
66,human,human,np_20,alph_2,2gen_split5,1.0,lxdxfxqxtx
66,human,human,np_20,alph_6,larger_int,7.0,ryvzo
66,human,human,np_20,alph_3,2gen_split1,3.0,109171213
66,human,human,np_20,alph_5,attn,7.0,aaaa
66,human,human,np_20,alph_4,3gen_split1,2.0,viknoghz
66,human,human,np_20,alph_0,reverse,5.0,epba
66,human,human,np_5,alph_1,larger_int,5.0,jrnxs
66,human,human,np_5,alph_4,longer_targ,9.0,lmnoeqpst
66,human,human,np_5,alph_6,2gen_split1,1.0,llaappoott
66,human,human,np_5,alph_0,3gen_split4,2.0,6688101012121414
66,human,human,np_5,alph_2,3gen_split1,6.0,170190210230250
66,human,human,np_5,alph_5,attn,7.0,aaaa
66,human,human,np_5,alph_3,letter2num,2.0,14151618
66,human,human,np_5,alph_1,2gen_split4,3.0,101112131415161718
67,human,human,np_10,alph_4,longer_targ,9.0,itkzmloh
67,human,human,np_10,alph_2,reverse,3.0,mlkjr
67,human,human,np_10,alph_6,attn,1.0,aaaa
67,human,human,np_10,alph_0,2gen_split3,1.0,pprrttvvxx
67,human,human,np_10,alph_1,3gen_split2,7.0,ixgxexcxax
67,human,human,np_10,alph_5,2gen_split6,8.0,pmwkjirgf
67,human,human,np_10,alph_3,larger_int,3.0,idjq
67,human,human,np_10,alph_4,3gen_split5,2.0,20 20 19 19 18 18 17 17 16 16
67,human,human,np_1,alph_1,attn,8.0,aaaa
67,human,human,np_1,alph_3,interleaved,0.0,mxnxqxpxoxrx
67,human,human,np_1,alph_2,2gen_split6,4.0,dfhblnprs
67,human,human,np_1,alph_6,larger_int,9.0,lmnop
67,human,human,np_1,alph_5,2gen_split2,8.0,lxmxnxoxpxqxrxsxtx
67,human,human,np_1,alph_0,3gen_split2,4.0,ddxxffxxhhxxjjxxllxx
67,human,human,np_1,alph_4,3gen_split1,4.0,00887766
67,human,human,np_1,alph_1,reverse,5.0,gedc
68,human,human,np_5,alph_5,attn,1.0,aaaa
68,human,human,np_5,alph_6,larger_int,2.0,hjlap
68,human,human,np_5,alph_4,2gen_split4,7.0,ifmgr
68,human,human,np_5,alph_1,2gen_split6,5.0,lpqxst
68,human,human,np_5,alph_3,3gen_split3,2.0,gcdq
68,human,human,np_5,alph_2,group,6.0,rhppmmssrh
68,human,human,np_5,alph_0,interleaved,8.0,rxxtxtxoxvx
68,human,human,np_5,alph_5,3gen_split6,4.0,xmnzjkhgfe
68,human,human,np_20,alph_5,reverse,2.0,jxnf
68,human,human,np_20,alph_0,longer_targ,2.0,gffjdkhazbb
68,human,human,np_20,alph_2,3gen_split5,5.0,hhiiqqeeddllyyssoocc
68,human,human,np_20,alph_3,2gen_split2,6.0,ynqyxm
68,human,human,np_20,alph_4,group,0.0,ccddeebb
68,human,human,np_20,alph_1,attn,5.0,aaaa
68,human,human,np_20,alph_6,3gen_split2,1.0,olzvvey
68,human,human,np_20,alph_5,2gen_split1,5.0,uuxxqqxxvvxxggxx
69,human,human,np_5,alph_3,2gen_split2,8.0,nrstuv
69,human,human,np_5,alph_2,interleaved,8.0,klahp
69,human,human,np_5,alph_1,2gen_split6,5.0,nnllppqqxx
69,human,human,np_5,alph_5,attn,2.0,aaaa
69,human,human,np_5,alph_0,letter2num,8.0,bpur
69,human,human,np_5,alph_4,larger_int,1.0,lnept
69,human,human,np_5,alph_6,3gen_split4,4.0,anknpnqnonsntnu
69,human,human,np_5,alph_3,3gen_split2,0.0,ggddeebb
69,human,human,np_1,alph_1,2gen_split6,9.0,eeffggii
69,human,human,np_1,alph_5,3gen_split2,0.0,q q x xxx s s x x u u x x w w x x w w x x y y x x
69,human,human,np_1,alph_0,attn,1.0,aaaa
69,human,human,np_1,alph_2,longer_targ,2.0,zrstuvkxy
69,human,human,np_1,alph_6,3gen_split6,9.0,gafaeaca
69,human,human,np_1,alph_4,letter2num,0.0,defh
69,human,human,np_1,alph_3,group,6.0,vvnnooppaa
69,human,human,np_1,alph_1,2gen_split4,7.0,fxgxhxixkx
70,human,human,np_20,alph_1,2gen_split4,8.0,jstdkrihm
70,human,human,np_20,alph_5,3gen_split4,5.0,19 19
70,human,human,np_20,alph_3,3gen_split1,1.0,22 22
70,human,human,np_20,alph_6,group,7.0,pp jj hhhh nn aa uu
70,human,human,np_20,alph_0,letter2num,6.0,11 12 13 15
70,human,human,np_20,alph_4,reverse,8.0,lyrv
70,human,human,np_20,alph_2,2gen_split1,7.0,9 11 12 13 14 15 16 17
70,human,human,np_20,alph_1,attn,4.0,a a a a
70,human,human,np_2,alph_3,3gen_split4,1.0,qxzxqzwx
70,human,human,np_2,alph_0,attn,8.0,a a a a
70,human,human,np_2,alph_6,3gen_split2,4.0,mxfxgxhxyxjxkxlx
70,human,human,np_2,alph_4,interleaved,4.0,dexcgi
70,human,human,np_2,alph_2,2gen_split5,5.0,19 17 23 21 25
70,human,human,np_2,alph_1,larger_int,3.0,hjbnp
70,human,human,np_2,alph_5,letter2num,1.0,10 12 13 14
70,human,human,np_2,alph_3,2gen_split3,4.0,25 24 23 21
71,human,human,np_20,alph_4,letter2num,2.0,iuvq
71,human,human,np_20,alph_0,2gen_split6,2.0,khaz
71,human,human,np_20,alph_3,3gen_split6,8.0,kkkk
71,human,human,np_20,alph_2,3gen_split5,8.0,ghwe
71,human,human,np_20,alph_6,2gen_split4,2.0,mtfr
71,human,human,np_20,alph_5,interleaved,4.0,whlkw
71,human,human,np_20,alph_1,attn,3.0,aaaa
71,human,human,np_20,alph_4,reverse,2.0,tttt
71,human,human,np_2,alph_3,longer_targ,6.0,zzzz
71,human,human,np_2,alph_2,larger_int,9.0,llll
71,human,human,np_2,alph_4,2gen_split3,0.0,cccc
71,human,human,np_2,alph_0,letter2num,8.0,xxxx
71,human,human,np_2,alph_1,3gen_split5,5.0,stuv
71,human,human,np_2,alph_5,2gen_split4,1.0,ssss
71,human,human,np_2,alph_6,attn,1.0,aaaa
71,human,human,np_2,alph_3,3gen_split1,9.0,iiii
72,human,human,np_1,alph_3,longer_targ,0.0,v
72,human,human,np_1,alph_5,reverse,7.0,e
72,human,human,np_1,alph_1,3gen_split5,4.0,15
72,human,human,np_1,alph_0,larger_int,6.0,o
72,human,human,np_1,alph_4,attn,3.0,aaaa
72,human,human,np_1,alph_2,2gen_split6,0.0,w
72,human,human,np_1,alph_6,2gen_split4,3.0,24 26 28 30
72,human,human,np_1,alph_3,3gen_split6,0.0,bbbb
72,human,human,np_10,alph_3,letter2num,2.0,8
72,human,human,np_10,alph_4,3gen_split1,9.0,12 10 10 8
72,human,human,np_10,alph_5,larger_int,2.0,p k g d
72,human,human,np_10,alph_1,interleaved,5.0,vxwx
72,human,human,np_10,alph_6,2gen_split3,9.0,mmxx
72,human,human,np_10,alph_2,3gen_split4,1.0,10101111
72,human,human,np_10,alph_0,2gen_split1,9.0,fxpx
72,human,human,np_10,alph_3,attn,2.0,a a a a
73,human,human,np_2,alph_6,attn,6.0,a a a a
73,human,human,np_2,alph_2,longer_targ,4.0,l m n o h q r w w
73,human,human,np_2,alph_0,2gen_split2,7.0,e x e x d x c x
73,human,human,np_2,alph_4,larger_int,6.0,f e g h k
73,human,human,np_2,alph_3,3gen_split5,5.0,12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 20
73,human,human,np_2,alph_5,reverse,5.0,p r q o s
73,human,human,np_2,alph_1,3gen_split6,3.0,4 4 31 31 8 8 10 10 12 12
73,human,human,np_2,alph_6,2gen_split5,7.0,6 0 7 0 8 0 9 1
73,human,human,np_1,alph_3,letter2num,8.0,16 18 19 19 20
73,human,human,np_1,alph_1,3gen_split3,7.0,e e k k g g i i m m o o q q s s u u
73,human,human,np_1,alph_2,2gen_split6,4.0,v f h b l n p r t
73,human,human,np_1,alph_5,3gen_split1,4.0,n n x x g g x x h h x x i i x x j j x x k k x x m m x x l l x x f f  x x 
73,human,human,np_1,alph_0,larger_int,4.0,n p r u
73,human,human,np_1,alph_4,2gen_split2,7.0,d x f x g x h x i x j x k x l x
73,human,human,np_1,alph_6,attn,1.0,a a a a
73,human,human,np_1,alph_3,interleaved,7.0,c x d x e x f y
74,human,human,np_20,alph_1,interleaved,4.0,y
74,human,human,np_20,alph_0,3gen_split6,1.0,k
74,human,human,np_20,alph_3,larger_int,0.0,vtrg
74,human,human,np_20,alph_5,2gen_split2,3.0,21 20 17 19 18
74,human,human,np_20,alph_4,2gen_split6,9.0,u
74,human,human,np_20,alph_2,attn,7.0,aaaa
74,human,human,np_20,alph_6,3gen_split1,3.0,15 0 16 0 17 0 18 0 19 0 20 0 21 0 23 0
74,human,human,np_20,alph_1,group,7.0,zzyywwmmhh
74,human,human,np_2,alph_4,attn,6.0,aaaa
74,human,human,np_2,alph_5,larger_int,7.0,oqsuw
74,human,human,np_2,alph_2,longer_targ,0.0,qrwtuvsy
74,human,human,np_2,alph_1,group,9.0,aallccddee
74,human,human,np_2,alph_0,2gen_split6,9.0,jhfdu
74,human,human,np_2,alph_3,2gen_split4,3.0,17 0 18 0 19 0 20 0 21 0
74,human,human,np_2,alph_6,3gen_split5,4.0,qqxxssxxuuxxwwxxyyxx
74,human,human,np_2,alph_4,3gen_split4,6.0,jjkkiiggll
75,human,human,np_20,alph_6,2gen_split1,8.0,ssrryyvv
75,human,human,np_20,alph_3,longer_targ,1.0,r l o g e p w j m
75,human,human,np_20,alph_4,2gen_split3,2.0,s h z d
75,human,human,np_20,alph_2,letter2num,2.0,8 7 10 16 12
75,human,human,np_20,alph_5,3gen_split4,9.0,16 15 14 8
75,human,human,np_20,alph_1,interleaved,6.0,d x x t s x e x j x
75,human,human,np_20,alph_0,3gen_split2,6.0,x c w s e a
75,human,human,np_20,alph_6,attn,8.0,a a a
75,human,human,np_2,alph_3,3gen_split6,3.0,21 13 15 17 19
75,human,human,np_2,alph_6,attn,3.0,a a a a
75,human,human,np_2,alph_4,letter2num,2.0,5 6 7 9
75,human,human,np_2,alph_2,reverse,5.0,y x s v u
75,human,human,np_2,alph_0,2gen_split1,8.0,p x q x r x s x t x b x v x w x x
75,human,human,np_2,alph_5,longer_targ,7.0,a b d e l g h i
75,human,human,np_2,alph_1,2gen_split2,4.0,9 8 7 5
75,human,human,np_2,alph_3,3gen_split2,3.0,17 17 19 19 21 21 23 24
76,human,human,np_2,alph_5,3gen_split3,0.0,ffxxnnxxppxxrrxxttxx
76,human,human,np_2,alph_4,2gen_split1,0.0,cgqij
76,human,human,np_2,alph_0,larger_int,4.0,rstb
76,human,human,np_2,alph_2,3gen_split4,4.0,ysuwqomki
76,human,human,np_2,alph_6,longer_targ,0.0,mfghijke
76,human,human,np_2,alph_1,2gen_split2,0.0,oxixkxbxmxnxjxpxqx
76,human,human,np_2,alph_3,attn,5.0,aaaa
76,human,human,np_2,alph_5,letter2num,0.0,4568
76,human,human,np_5,alph_6,3gen_split5,6.0,uxsxqxkxmx
76,human,human,np_5,alph_1,letter2num,6.0,7891011
76,human,human,np_5,alph_4,longer_targ,4.0,abgdfkchi
76,human,human,np_5,alph_0,attn,3.0,aaaa
76,human,human,np_5,alph_3,2gen_split1,3.0,1122334455
76,human,human,np_5,alph_5,3gen_split3,8.0,ooxxqqxxggxxkkxxzzxx
76,human,human,np_5,alph_2,reverse,0.0,hnak
76,human,human,np_5,alph_6,2gen_split2,9.0,exdxcxnx
77,human,human,np_10,alph_0,2gen_split6,1.0,yysswwzz
77,human,human,np_10,alph_3,2gen_split1,7.0,bbxxddxxkkxxjjxxnnxx
77,human,human,np_10,alph_2,3gen_split4,2.0,8 10 12 14 16
77,human,human,np_10,alph_4,longer_targ,9.0,itkzmloh
77,human,human,np_10,alph_5,interleaved,6.0,ixjxkxmx
77,human,human,np_10,alph_6,3gen_split6,7.0,ssxxiixxggxxkkxxeexx
77,human,human,np_10,alph_1,attn,5.0,a a a a
77,human,human,np_10,alph_0,reverse,4.0,lknh
77,human,human,np_1,alph_1,2gen_split2,2.0,g k m o q s u w
77,human,human,np_1,alph_2,3gen_split3,3.0, xxc c x x d d x x e e x x f f x x g g x x h h x x i i x x j j x x k k x x
77,human,human,np_1,alph_3,2gen_split6,6.0,4455667788
77,human,human,np_1,alph_0,attn,1.0,a a a a
77,human,human,np_1,alph_5,letter2num,6.0,13 14 15 17
77,human,human,np_1,alph_4,interleaved,4.0,d x e x f x h x
77,human,human,np_1,alph_6,3gen_split2,3.0,r x p x n x l x j x
77,human,human,np_1,alph_1,reverse,9.0,r q p n
78,human,human,np_10,alph_0,larger_int,1.0,j a q c d
78,human,human,np_10,alph_4,3gen_split5,6.0,ccddeeffaaqqiittkk
78,human,human,np_10,alph_1,attn,0.0,a a a a
78,human,human,np_10,alph_6,2gen_split5,1.0,t y r u v w l m z
78,human,human,np_10,alph_2,group,9.0,u u x x a a w w i i
78,human,human,np_10,alph_3,3gen_split1,3.0,18 17 16 15 14 13 12 10
78,human,human,np_10,alph_5,letter2num,8.0,18 19 20 22
78,human,human,np_10,alph_0,2gen_split4,8.0,z z x x b b v v w w
78,human,human,np_20,alph_5,reverse,4.0,h k i o
78,human,human,np_20,alph_4,group,6.0,i i v v q q y y
78,human,human,np_20,alph_1,letter2num,5.0,20 21 22 24
78,human,human,np_20,alph_3,2gen_split1,0.0,d x v x t x o x e
78,human,human,np_20,alph_0,3gen_split2,6.0,x c w s e b k
78,human,human,np_20,alph_2,attn,8.0,a a a a
78,human,human,np_20,alph_6,2gen_split6,7.0,e g b m
78,human,human,np_20,alph_5,3gen_split5,7.0,q q x x o o x x i i x x c c x x]
